Character,Simulation,Avg_Steps,Total_Dead,Total_Cured,Total_Infected,Dead_1,Cured_1,Infected_1,Dead_2,Cured_2,Infected_2,Dead_3,Cured_3,Infected_3,Dead_4,Cured_4,Infected_4,Dead_5,Cured_5,Infected_5,Dead_6,Cured_6,Infected_6,Dead_7,Cured_7,Infected_7,Dead_8,Cured_8,Infected_8,Dead_9,Cured_9,Infected_9,Dead_10,Cured_10,Infected_10,Dead_11,Cured_11,Infected_11,Dead_12,Cured_12,Infected_12,Dead_13,Cured_13,Infected_13,Dead_14,Cured_14,Infected_14,Dead_15,Cured_15,Infected_15,Dead_16,Cured_16,Infected_16,Dead_17,Cured_17,Infected_17,Dead_18,Cured_18,Infected_18,Dead_19,Cured_19,Infected_19,Dead_20,Cured_20,Infected_20,Dead_21,Cured_21,Infected_21,Dead_22,Cured_22,Infected_22,Dead_23,Cured_23,Infected_23,Dead_24,Cured_24,Infected_24,Dead_25,Cured_25,Infected_25,Dead_26,Cured_26,Infected_26,Dead_27,Cured_27,Infected_27,Dead_28,Cured_28,Infected_28,Dead_29,Cured_29,Infected_29,Dead_30,Cured_30,Infected_30,Dead_31,Cured_31,Infected_31,Dead_32,Cured_32,Infected_32,Dead_33,Cured_33,Infected_33,Dead_34,Cured_34,Infected_34,Dead_35,Cured_35,Infected_35,Dead_36,Cured_36,Infected_36,Dead_37,Cured_37,Infected_37,Dead_38,Cured_38,Infected_38,Dead_39,Cured_39,Infected_39,Dead_40,Cured_40,Infected_40,Dead_41,Cured_41,Infected_41,Dead_42,Cured_42,Infected_42,Dead_43,Cured_43,Infected_43,Dead_44,Cured_44,Infected_44,Dead_45,Cured_45,Infected_45,Dead_46,Cured_46,Infected_46,Dead_47,Cured_47,Infected_47,Dead_48,Cured_48,Infected_48,Dead_49,Cured_49,Infected_49,Dead_50,Cured_50,Infected_50,Dead_51,Cured_51,Infected_51,Etichetta,Dead_52,Cured_52,Infected_52,Dead_53,Cured_53,Infected_53,Dead_54,Cured_54,Infected_54,Dead_55,Cured_55,Infected_55,Dead_56,Cured_56,Infected_56,Dead_57,Cured_57,Infected_57
Hoster-Blackwood,1,32,40,662,904,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,28.0,0.0,1.0,140.0,0.0,2.0,333.0,0.0,9.0,471.0,5.0,50.0,517.0,11.0,127.0,489.0,13.0,240.0,407.0,19.0,319.0,340.0,24.0,411.0,252.0,27.0,486.0,182.0,32.0,545.0,122.0,33.0,584.0,83.0,34.0,615.0,52.0,36.0,625.0,41.0,36.0,633.0,33.0,38.0,646.0,18.0,39.0,653.0,10.0,39.0,654.0,9.0,40.0,656.0,6.0,40.0,658.0,4.0,40.0,660.0,2.0,40.0,661.0,1.0,40.0,661.0,1.0,40.0,661.0,1.0,40.0,661.0,1.0,40.0,662.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Mebble,1,26,39,641,842,0,0,1,0,0,1,0,0,1,0,1,1,0.0,1.0,3.0,0.0,1.0,6.0,0.0,2.0,14.0,0.0,4.0,54.0,0.0,4.0,190.0,0.0,5.0,358.0,1.0,20.0,460.0,4.0,66.0,481.0,9.0,148.0,449.0,19.0,247.0,371.0,23.0,326.0,301.0,24.0,408.0,232.0,30.0,476.0,164.0,33.0,527.0,115.0,33.0,557.0,85.0,34.0,578.0,67.0,34.0,603.0,43.0,37.0,618.0,25.0,38.0,631.0,11.0,39.0,637.0,4.0,39.0,639.0,2.0,39.0,640.0,1.0,39.0,641.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Hother-Umber,1,33,54,649,891,0,0,1,0,0,2,0,0,7,0,0,58,0.0,1.0,205.0,0.0,2.0,377.0,1.0,18.0,497.0,6.0,62.0,537.0,13.0,152.0,483.0,22.0,253.0,388.0,31.0,349.0,299.0,37.0,426.0,226.0,44.0,486.0,163.0,48.0,543.0,108.0,50.0,574.0,77.0,51.0,593.0,57.0,51.0,605.0,46.0,53.0,614.0,35.0,54.0,625.0,23.0,54.0,630.0,19.0,54.0,639.0,10.0,54.0,643.0,6.0,54.0,646.0,3.0,54.0,646.0,3.0,54.0,646.0,3.0,54.0,646.0,3.0,54.0,646.0,3.0,54.0,647.0,2.0,54.0,648.0,1.0,54.0,648.0,1.0,54.0,648.0,1.0,54.0,648.0,1.0,54.0,648.0,1.0,54.0,649.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Sigfryd-Harlaw,1,33,41,659,892,0,0,1,0,0,1,0,0,3,0,0,4,0.0,0.0,6.0,0.0,2.0,13.0,0.0,2.0,33.0,0.0,4.0,60.0,0.0,7.0,156.0,2.0,11.0,333.0,3.0,26.0,446.0,5.0,71.0,481.0,11.0,147.0,462.0,18.0,245.0,385.0,24.0,338.0,307.0,30.0,427.0,220.0,33.0,500.0,152.0,34.0,546.0,109.0,34.0,572.0,86.0,37.0,595.0,62.0,37.0,608.0,53.0,37.0,623.0,38.0,39.0,631.0,29.0,40.0,641.0,19.0,40.0,648.0,12.0,41.0,650.0,9.0,41.0,652.0,7.0,41.0,652.0,7.0,41.0,653.0,6.0,41.0,654.0,5.0,41.0,655.0,4.0,41.0,658.0,1.0,41.0,658.0,1.0,41.0,659.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Hugh,1,4,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Hugo-Vance,1,32,52,660,929,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,90.0,0.0,1.0,282.0,0.0,13.0,450.0,2.0,41.0,536.0,6.0,118.0,523.0,13.0,229.0,427.0,21.0,323.0,343.0,27.0,406.0,264.0,31.0,471.0,201.0,33.0,528.0,146.0,39.0,562.0,106.0,43.0,586.0,78.0,46.0,611.0,52.0,47.0,628.0,36.0,48.0,634.0,30.0,51.0,643.0,18.0,52.0,651.0,9.0,52.0,655.0,5.0,52.0,657.0,3.0,52.0,658.0,2.0,52.0,658.0,2.0,52.0,659.0,1.0,52.0,659.0,1.0,52.0,659.0,1.0,52.0,659.0,1.0,52.0,660.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Jack-Be-Lucky,1,35,48,638,872,0,0,1,0,0,1,0,0,2,0,0,8,0.0,0.0,36.0,0.0,0.0,113.0,0.0,1.0,242.0,1.0,12.0,396.0,5.0,42.0,488.0,11.0,102.0,478.0,21.0,173.0,432.0,29.0,269.0,347.0,34.0,355.0,274.0,38.0,425.0,208.0,40.0,475.0,159.0,43.0,514.0,123.0,45.0,551.0,87.0,48.0,575.0,61.0,48.0,585.0,52.0,48.0,604.0,33.0,48.0,614.0,23.0,48.0,616.0,21.0,48.0,624.0,13.0,48.0,629.0,9.0,48.0,633.0,5.0,48.0,633.0,5.0,48.0,635.0,3.0,48.0,635.0,3.0,48.0,635.0,3.0,48.0,635.0,3.0,48.0,636.0,2.0,48.0,637.0,1.0,48.0,637.0,1.0,48.0,637.0,1.0,48.0,637.0,1.0,48.0,638.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Jaehaerys-I-Targaryen,1,5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Jafer-Flowers,1,9,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Jonos-Bracken,1,29,38,645,865,0,0,1,0,0,1,0,0,2,0,1,3,0.0,1.0,6.0,0.0,1.0,32.0,0.0,2.0,149.0,0.0,3.0,304.0,0.0,13.0,442.0,0.0,52.0,508.0,6.0,122.0,488.0,11.0,223.0,410.0,15.0,318.0,324.0,20.0,409.0,236.0,27.0,470.0,175.0,29.0,523.0,125.0,31.0,558.0,90.0,33.0,578.0,70.0,35.0,591.0,56.0,36.0,608.0,39.0,36.0,618.0,29.0,36.0,628.0,19.0,36.0,634.0,13.0,36.0,637.0,10.0,37.0,640.0,6.0,37.0,641.0,5.0,38.0,643.0,2.0,38.0,644.0,1.0,38.0,644.0,1.0,38.0,645.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Josmyn-Peckledon,1,34,46,650,865,0,0,1,0,0,1,0,0,3,0,0,31,0.0,1.0,134.0,0.0,1.0,306.0,0.0,12.0,458.0,2.0,52.0,517.0,8.0,134.0,486.0,12.0,239.0,399.0,21.0,325.0,325.0,25.0,398.0,259.0,32.0,470.0,185.0,37.0,505.0,150.0,38.0,540.0,116.0,41.0,563.0,91.0,42.0,593.0,60.0,43.0,610.0,43.0,43.0,620.0,33.0,43.0,627.0,26.0,44.0,633.0,19.0,44.0,639.0,13.0,45.0,641.0,10.0,45.0,645.0,6.0,45.0,647.0,4.0,45.0,649.0,2.0,45.0,649.0,2.0,45.0,649.0,2.0,46.0,649.0,1.0,46.0,649.0,1.0,46.0,649.0,1.0,46.0,649.0,1.0,46.0,649.0,1.0,46.0,649.0,1.0,46.0,650.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Joy-Hill,1,22,35,666,911,0,0,1,0,0,2,0,0,22,0,1,114,0.0,1.0,298.0,0.0,7.0,463.0,3.0,45.0,532.0,7.0,122.0,497.0,12.0,217.0,429.0,14.0,316.0,345.0,18.0,413.0,254.0,23.0,467.0,206.0,26.0,527.0,147.0,30.0,570.0,101.0,32.0,591.0,78.0,32.0,618.0,51.0,32.0,634.0,35.0,33.0,652.0,16.0,33.0,657.0,11.0,34.0,661.0,6.0,34.0,663.0,4.0,35.0,665.0,1.0,35.0,666.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Lewys-Piper,1,4,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Pia,1,31,39,657,875,0,0,1,0,0,3,0,0,21,0,0,89,0.0,1.0,246.0,1.0,5.0,378.0,2.0,28.0,474.0,4.0,91.0,501.0,10.0,168.0,458.0,15.0,275.0,362.0,22.0,356.0,290.0,24.0,437.0,219.0,27.0,498.0,164.0,32.0,535.0,127.0,35.0,573.0,87.0,37.0,600.0,58.0,37.0,615.0,43.0,37.0,623.0,36.0,37.0,636.0,23.0,37.0,643.0,16.0,38.0,650.0,8.0,38.0,652.0,6.0,38.0,656.0,2.0,38.0,656.0,2.0,38.0,656.0,2.0,38.0,656.0,2.0,38.0,656.0,2.0,38.0,656.0,2.0,38.0,657.0,1.0,38.0,657.0,1.0,38.0,657.0,1.0,39.0,657.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Rennifer-Longwaters,1,29,52,656,905,0,0,1,0,0,1,0,0,2,0,0,25,0.0,0.0,109.0,0.0,1.0,294.0,0.0,10.0,432.0,1.0,44.0,508.0,9.0,107.0,508.0,11.0,178.0,469.0,22.0,279.0,379.0,25.0,381.0,284.0,31.0,448.0,220.0,40.0,499.0,167.0,43.0,551.0,113.0,46.0,577.0,84.0,50.0,600.0,58.0,51.0,615.0,42.0,51.0,625.0,32.0,52.0,635.0,21.0,52.0,639.0,17.0,52.0,645.0,11.0,52.0,650.0,6.0,52.0,651.0,5.0,52.0,652.0,4.0,52.0,655.0,1.0,52.0,655.0,1.0,52.0,655.0,1.0,52.0,655.0,1.0,52.0,656.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Ronnet-Connington,1,31,41,666,873,0,0,1,0,0,1,0,0,2,0,0,31,0.0,1.0,140.0,0.0,2.0,326.0,0.0,12.0,479.0,0.0,58.0,538.0,9.0,145.0,492.0,16.0,255.0,397.0,22.0,344.0,320.0,27.0,418.0,253.0,30.0,489.0,182.0,34.0,546.0,122.0,38.0,577.0,90.0,40.0,607.0,59.0,40.0,628.0,38.0,40.0,638.0,29.0,40.0,646.0,21.0,40.0,656.0,11.0,41.0,659.0,7.0,41.0,659.0,7.0,41.0,661.0,5.0,41.0,664.0,2.0,41.0,664.0,2.0,41.0,664.0,2.0,41.0,664.0,2.0,41.0,665.0,1.0,41.0,665.0,1.0,41.0,665.0,1.0,41.0,665.0,1.0,41.0,666.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Shitmouth,1,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Tysha,1,40,50,645,868,0,0,1,0,0,3,0,0,33,1,0,129,1.0,0.0,283.0,1.0,8.0,433.0,7.0,34.0,516.0,14.0,125.0,475.0,21.0,209.0,419.0,24.0,301.0,339.0,30.0,388.0,254.0,34.0,449.0,200.0,37.0,509.0,142.0,40.0,541.0,112.0,41.0,574.0,78.0,45.0,592.0,56.0,48.0,609.0,37.0,50.0,617.0,27.0,50.0,624.0,21.0,50.0,630.0,15.0,50.0,633.0,12.0,50.0,639.0,6.0,50.0,641.0,4.0,50.0,641.0,4.0,50.0,642.0,3.0,50.0,642.0,3.0,50.0,642.0,3.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,644.0,1.0,50.0,645.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Urswyck,1,26,42,648,891,0,0,1,0,0,2,0,0,27,0,0,83,0.0,1.0,226.0,1.0,8.0,365.0,4.0,32.0,461.0,6.0,94.0,484.0,10.0,178.0,438.0,16.0,277.0,352.0,24.0,366.0,277.0,29.0,441.0,206.0,33.0,498.0,151.0,35.0,540.0,109.0,37.0,575.0,73.0,38.0,590.0,58.0,38.0,610.0,40.0,40.0,622.0,27.0,40.0,633.0,17.0,40.0,638.0,12.0,40.0,643.0,7.0,41.0,644.0,5.0,42.0,646.0,2.0,42.0,646.0,2.0,42.0,646.0,2.0,42.0,647.0,1.0,42.0,648.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Wylis-Manderly,1,37,39,664,912,0,0,1,0,0,2,0,0,12,0,0,93,0.0,0.0,275.0,0.0,4.0,417.0,1.0,28.0,508.0,5.0,105.0,484.0,13.0,201.0,425.0,17.0,291.0,361.0,19.0,381.0,282.0,26.0,454.0,210.0,32.0,519.0,143.0,34.0,552.0,113.0,34.0,579.0,87.0,35.0,610.0,56.0,36.0,622.0,43.0,37.0,632.0,33.0,37.0,641.0,25.0,37.0,644.0,22.0,37.0,646.0,20.0,38.0,648.0,17.0,38.0,652.0,13.0,38.0,658.0,7.0,38.0,659.0,6.0,38.0,659.0,6.0,38.0,663.0,2.0,38.0,663.0,2.0,38.0,663.0,2.0,38.0,663.0,2.0,38.0,664.0,1.0,38.0,664.0,1.0,38.0,664.0,1.0,38.0,664.0,1.0,38.0,664.0,1.0,38.0,664.0,1.0,38.0,664.0,1.0,39.0,664.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Zollo,1,24,57,653,900,0,0,1,0,0,3,0,0,24,0,1,119,0.0,2.0,312.0,0.0,6.0,469.0,4.0,39.0,537.0,12.0,124.0,499.0,28.0,246.0,383.0,34.0,335.0,309.0,36.0,417.0,237.0,41.0,478.0,179.0,47.0,516.0,142.0,49.0,554.0,103.0,51.0,585.0,70.0,53.0,607.0,48.0,54.0,623.0,33.0,55.0,632.0,23.0,56.0,637.0,17.0,57.0,644.0,9.0,57.0,648.0,5.0,57.0,649.0,4.0,57.0,649.0,4.0,57.0,652.0,1.0,57.0,653.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Rhaegar-Frey,1,30,48,663,902,0,0,1,0,0,1,0,0,1,0,0,3,0.0,1.0,3.0,0.0,1.0,6.0,0.0,2.0,17.0,0.0,4.0,106.0,0.0,4.0,280.0,0.0,9.0,424.0,1.0,30.0,495.0,6.0,102.0,495.0,13.0,189.0,447.0,17.0,286.0,370.0,25.0,377.0,286.0,31.0,459.0,212.0,37.0,517.0,152.0,44.0,558.0,107.0,45.0,597.0,68.0,45.0,616.0,49.0,46.0,632.0,33.0,46.0,644.0,21.0,48.0,651.0,12.0,48.0,656.0,7.0,48.0,658.0,5.0,48.0,660.0,3.0,48.0,660.0,3.0,48.0,660.0,3.0,48.0,662.0,1.0,48.0,662.0,1.0,48.0,663.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Jarman-Buckwell,1,33,36,662,854,0,0,1,0,0,1,0,0,2,0,0,4,0.0,1.0,30.0,1.0,1.0,109.0,1.0,2.0,280.0,1.0,6.0,432.0,1.0,39.0,504.0,6.0,109.0,487.0,11.0,204.0,416.0,17.0,291.0,348.0,20.0,368.0,288.0,24.0,435.0,223.0,28.0,494.0,164.0,32.0,549.0,109.0,32.0,581.0,82.0,34.0,597.0,64.0,34.0,615.0,46.0,34.0,624.0,38.0,35.0,633.0,28.0,36.0,638.0,22.0,36.0,643.0,17.0,36.0,647.0,13.0,36.0,651.0,10.0,36.0,654.0,8.0,36.0,657.0,5.0,36.0,659.0,3.0,36.0,661.0,1.0,36.0,661.0,1.0,36.0,661.0,1.0,36.0,661.0,1.0,36.0,661.0,1.0,36.0,662.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Ottyn-Wythers,1,27,49,650,929,0,0,1,0,0,1,0,0,1,0,0,3,0.0,0.0,31.0,0.0,1.0,121.0,0.0,2.0,311.0,0.0,6.0,456.0,6.0,42.0,514.0,11.0,115.0,487.0,16.0,214.0,420.0,23.0,297.0,350.0,33.0,374.0,273.0,34.0,446.0,205.0,40.0,494.0,155.0,44.0,535.0,113.0,46.0,565.0,86.0,47.0,596.0,56.0,49.0,608.0,42.0,49.0,619.0,31.0,49.0,626.0,24.0,49.0,630.0,20.0,49.0,634.0,16.0,49.0,643.0,7.0,49.0,644.0,6.0,49.0,646.0,4.0,49.0,649.0,1.0,49.0,650.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Jeyne-Farman,1,33,61,648,912,0,0,1,0,0,1,0,0,2,0,0,3,0.0,0.0,3.0,0.0,1.0,3.0,0.0,3.0,17.0,0.0,3.0,85.0,0.0,3.0,249.0,1.0,11.0,404.0,5.0,36.0,485.0,10.0,94.0,499.0,15.0,183.0,442.0,27.0,270.0,369.0,34.0,351.0,298.0,38.0,424.0,231.0,42.0,484.0,176.0,50.0,519.0,135.0,52.0,559.0,94.0,56.0,588.0,65.0,58.0,606.0,45.0,59.0,622.0,28.0,59.0,631.0,19.0,60.0,637.0,12.0,61.0,642.0,6.0,61.0,643.0,5.0,61.0,643.0,5.0,61.0,644.0,4.0,61.0,645.0,3.0,61.0,645.0,3.0,61.0,646.0,2.0,61.0,647.0,1.0,61.0,647.0,1.0,61.0,648.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Squirrel,1,28,41,643,881,0,0,1,0,0,2,0,0,3,0,0,11,0.0,1.0,62.0,0.0,2.0,181.0,0.0,5.0,346.0,0.0,18.0,471.0,0.0,80.0,494.0,4.0,168.0,455.0,16.0,266.0,374.0,25.0,353.0,296.0,29.0,418.0,229.0,36.0,475.0,167.0,37.0,525.0,118.0,39.0,562.0,83.0,40.0,584.0,60.0,40.0,599.0,45.0,40.0,614.0,30.0,41.0,626.0,17.0,41.0,631.0,12.0,41.0,633.0,10.0,41.0,638.0,5.0,41.0,639.0,4.0,41.0,640.0,3.0,41.0,640.0,3.0,41.0,642.0,1.0,41.0,642.0,1.0,41.0,643.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Joanna-Lannister,1,30,51,636,873,0,0,1,0,0,1,0,0,1,0,0,2,0.0,0.0,13.0,0.0,0.0,100.0,0.0,0.0,259.0,0.0,6.0,426.0,2.0,37.0,496.0,9.0,114.0,476.0,14.0,215.0,401.0,22.0,300.0,330.0,31.0,389.0,246.0,36.0,460.0,174.0,40.0,501.0,131.0,41.0,538.0,95.0,44.0,568.0,65.0,44.0,590.0,44.0,45.0,606.0,31.0,46.0,611.0,27.0,46.0,617.0,22.0,46.0,621.0,18.0,46.0,625.0,14.0,47.0,628.0,11.0,48.0,629.0,9.0,50.0,630.0,7.0,50.0,633.0,4.0,50.0,634.0,3.0,50.0,636.0,1.0,50.0,636.0,1.0,51.0,636.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Nyessos-Vhassar,1,30,34,650,882,0,0,1,0,0,1,0,0,1,0,1,1,0.0,1.0,3.0,0.0,1.0,32.0,0.0,1.0,170.0,0.0,3.0,373.0,1.0,15.0,490.0,1.0,55.0,506.0,8.0,150.0,452.0,10.0,246.0,383.0,13.0,351.0,292.0,18.0,418.0,226.0,22.0,471.0,180.0,26.0,518.0,130.0,29.0,554.0,95.0,30.0,581.0,69.0,31.0,601.0,48.0,32.0,617.0,33.0,32.0,628.0,23.0,32.0,631.0,21.0,34.0,638.0,12.0,34.0,642.0,8.0,34.0,644.0,6.0,34.0,644.0,6.0,34.0,644.0,6.0,34.0,648.0,2.0,34.0,648.0,2.0,34.0,649.0,1.0,34.0,650.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Jon-Fossoway,1,31,46,655,898,0,0,1,0,0,1,0,0,1,0,1,1,0.0,1.0,2.0,0.0,1.0,6.0,0.0,1.0,65.0,0.0,2.0,207.0,1.0,2.0,375.0,2.0,15.0,500.0,6.0,65.0,531.0,14.0,153.0,478.0,21.0,244.0,399.0,28.0,337.0,309.0,30.0,413.0,245.0,34.0,461.0,199.0,40.0,511.0,145.0,41.0,549.0,109.0,42.0,586.0,72.0,44.0,608.0,49.0,44.0,622.0,35.0,44.0,629.0,28.0,45.0,637.0,19.0,46.0,641.0,14.0,46.0,646.0,9.0,46.0,648.0,7.0,46.0,649.0,6.0,46.0,649.0,6.0,46.0,654.0,1.0,46.0,654.0,1.0,46.0,654.0,1.0,46.0,655.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Matthar,1,30,46,651,920,0,0,1,0,0,1,0,0,2,0,0,28,0.0,0.0,136.0,0.0,0.0,314.0,0.0,9.0,459.0,3.0,49.0,511.0,5.0,128.0,490.0,12.0,242.0,407.0,20.0,322.0,336.0,21.0,408.0,256.0,27.0,470.0,194.0,34.0,515.0,142.0,38.0,553.0,104.0,40.0,575.0,82.0,40.0,605.0,52.0,42.0,615.0,40.0,44.0,630.0,23.0,46.0,635.0,16.0,46.0,639.0,12.0,46.0,643.0,8.0,46.0,646.0,5.0,46.0,647.0,4.0,46.0,647.0,4.0,46.0,648.0,3.0,46.0,648.0,3.0,46.0,648.0,3.0,46.0,649.0,2.0,46.0,650.0,1.0,46.0,651.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
